INVEST_DT,RPTV_ITM_NM,ITM_CD,ITM_NM,GRADE_CD,G_NAME,UNIT_QTY,UNIT,MI_P,MA_P,AV_P,FLT_P,PAV_RATE,J_7_RATE,J_365_RATE
2025.04.25,감자,15200,감자,0,특,20,20kg상자,58000,58500,58121,-5394,"63,515(91.5%)","63,832(91.1%)","61,055(95.2%)"
2025.04.25,감자,15200,감자,1,상,20,20kg상자,53000,58000,55372,-3696,"59,068(93.7%)","59,633(92.9%)","59,067(93.7%)"
2025.04.25,감자,15200,감자,2,보통,20,20kg상자,44500,53000,49606,777,"48,829(101.6%)","50,571(98.1%)","55,717(89%)"
2025.04.25,감자,15200,감자,3,하,20,20kg상자,6000,44500,25763,5298,"20,465(125.9%)","22,600(114%)","32,596(79%)"
2025.04.26,감자,15200,감자,0,특,20,20kg상자,51000,55000,53485,-4636,"58,121(92%)","62,715(85.3%)","58,806(91%)"
2025.04.26,감자,15200,감자,1,상,20,20kg상자,45000,51000,47773,-7599,"55,372(86.3%)","58,795(81.3%)","57,388(83.2%)"
2025.04.26,감자,15200,감자,2,보통,20,20kg상자,34000,45000,40378,-9228,"49,606(81.4%)","50,460(80%)","54,623(73.9%)"
2025.04.26,감자,15200,감자,3,하,20,20kg상자,4000,34000,21095,-4668,"25,763(81.9%)","23,624(89.3%)","36,153(58.3%)"
2025.04.28,감자,15200,감자,0,특,20,20kg상자,50000,56000,51977,-1508,"53,485(97.2%)","61,051(85.1%)","59,015(88.1%)"
2025.04.28,감자,15200,감자,1,상,20,20kg상자,44000,50000,46872,-901,"47,773(98.1%)","56,743(82.6%)","57,397(81.7%)"
2025.04.28,감자,15200,감자,2,보통,20,20kg상자,37500,44000,41545,1167,"40,378(102.9%)","48,473(85.7%)","54,091(76.8%)"
2025.04.28,감자,15200,감자,3,하,20,20kg상자,3000,37500,21689,594,"21,095(102.8%)","22,827(95%)","35,361(61.3%)"
2025.04.29,감자,15200,감자,0,특,20,20kg상자,53000,55000,53837,1860,"51,977(103.6%)","58,912(91.4%)","61,369(87.7%)"
2025.04.29,감자,15200,감자,1,상,20,20kg상자,48000,53000,50104,3232,"46,872(106.9%)","54,591(91.8%)","59,812(83.8%)"
2025.04.29,감자,15200,감자,2,보통,20,20kg상자,40000,48000,45119,3574,"41,545(108.6%)","47,065(95.9%)","56,123(80.4%)"
2025.04.29,감자,15200,감자,3,하,20,20kg상자,4000,40000,24487,2798,"21,689(112.9%)","22,717(107.8%)","36,264(67.5%)"
2025.04.30,감자,15200,감자,0,특,20,20kg상자,56000,57500,56956,3119,"53,837(105.8%)","57,323(99.4%)","65,423(87.1%)"
2025.04.30,감자,15200,감자,1,상,20,20kg상자,49500,56000,52196,2092,"50,104(104.2%)","53,070(98.4%)","63,534(82.2%)"
2025.04.30,감자,15200,감자,2,보통,20,20kg상자,40000,49500,45756,637,"45,119(101.4%)","46,059(99.3%)","60,635(75.5%)"
2025.04.30,감자,15200,감자,3,하,20,20kg상자,2000,40000,23067,-1420,"24,487(94.2%)","22,973(100.4%)","37,841(61%)"
2025.05.01,감자,15200,감자,0,특,20,20kg상자,58000,60000,58733,1777,"56,956(103.1%)","56,315(104.3%)","65,962(89%)"
2025.05.01,감자,15200,감자,1,상,20,20kg상자,53000,58000,54684,2488,"52,196(104.8%)","51,898(105.4%)","62,697(87.2%)"
2025.05.01,감자,15200,감자,2,보통,20,20kg상자,44000,53000,49565,3809,"45,756(108.3%)","45,206(109.6%)","60,433(82%)"
2025.05.01,감자,15200,감자,3,하,20,20kg상자,3000,44000,30629,7562,"23,067(132.8%)","22,761(134.6%)","39,053(78.4%)"
2025.05.02,감자,15200,감자,0,특,20,20kg상자,61000,68500,64398,5665,"58,733(109.6%)","55,518(116%)","67,699(95.1%)"
2025.05.02,감자,15200,감자,1,상,20,20kg상자,57000,61000,58020,3336,"54,684(106.1%)","51,167(113.4%)","62,319(93.1%)"
2025.05.02,감자,15200,감자,2,보통,20,20kg상자,47000,57000,53956,4391,"49,565(108.9%)","45,328(119%)","59,707(90.4%)"
2025.05.02,감자,15200,감자,3,하,20,20kg상자,10000,47000,35185,4556,"30,629(114.9%)","24,455(143.9%)","36,103(97.5%)"
2025.05.03,감자,15200,감자,0,특,20,20kg상자,65000,67000,66124,1726,"64,398(102.7%)","56,564(116.9%)","65,770(100.5%)"
2025.05.03,감자,15200,감자,1,상,20,20kg상자,58000,65000,59673,1653,"58,020(102.8%)","51,608(115.6%)","60,045(99.4%)"
2025.05.03,감자,15200,감자,2,보통,20,20kg상자,52000,58000,55518,1562,"53,956(102.9%)","46,053(120.6%)","56,877(97.6%)"
2025.05.03,감자,15200,감자,3,하,20,20kg상자,10000,52000,35315,130,"35,185(100.4%)","26,025(135.7%)","36,150(97.7%)"
2025.05.05,감자,15200,감자,0,특,20,20kg상자,63000,64500,63430,-2694,"66,124(95.9%)","58,671(108.1%)","63,220(100.3%)"
2025.05.05,감자,15200,감자,1,상,20,20kg상자,58000,63000,60022,349,"59,673(100.6%)","53,592(112%)","59,582(100.7%)"
2025.05.05,감자,15200,감자,2,보통,20,20kg상자,49000,58000,55463,-55,"55,518(99.9%)","48,577(114.2%)","55,864(99.3%)"
2025.05.05,감자,15200,감자,3,하,20,20kg상자,4000,49000,32300,-3015,"35,315(91.5%)","28,395(113.8%)","33,336(96.9%)"
2025.05.06,감자,15200,감자,0,특,20,20kg상자,61000,65000,61887,-1543,"63,430(97.6%)","60,580(102.2%)","63,675(97.2%)"
2025.05.06,감자,15200,감자,1,상,20,20kg상자,58000,61000,59171,-851,"60,022(98.6%)","55,783(106.1%)","61,408(96.4%)"
2025.05.06,감자,15200,감자,2,보통,20,20kg상자,50000,58000,54939,-524,"55,463(99.1%)","50,896(107.9%)","53,743(102.2%)"
2025.05.06,감자,15200,감자,3,하,20,20kg상자,7000,50000,33114,814,"32,300(102.5%)","30,164(109.8%)","27,331(121.2%)"
2025.05.07,감자,15200,감자,0,특,20,20kg상자,59000,59000,59000,-2887,"61,887(95.3%)","61,921(95.3%)","62,861(93.9%)"
2025.05.07,감자,15200,감자,1,상,20,20kg상자,54500,59000,56179,-2992,"59,171(94.9%)","57,294(98.1%)","60,597(92.7%)"
2025.05.07,감자,15200,감자,2,보통,20,20kg상자,47000,54500,51478,-3461,"54,939(93.7%)","52,533(98%)","55,297(93.1%)"
2025.05.07,감자,15200,감자,3,하,20,20kg상자,10000,47000,27873,-5241,"33,114(84.2%)","31,602(88.2%)","27,315(102%)"
2025.05.08,감자,15200,감자,0,특,20,20kg상자,53500,56000,54570,-4430,"59,000(92.5%)","62,262(87.6%)","60,923(89.6%)"
2025.05.08,감자,15200,감자,1,상,20,20kg상자,49000,53500,51550,-4629,"56,179(91.8%)","57,958(88.9%)","58,699(87.8%)"
2025.05.08,감자,15200,감자,2,보통,20,20kg상자,44500,49000,47220,-4258,"51,478(91.7%)","53,487(88.3%)","53,998(87.4%)"
2025.05.08,감자,15200,감자,3,하,20,20kg상자,3000,44500,30285,2412,"27,873(108.7%)","32,403(93.5%)","31,166(97.2%)"
2025.05.09,감자,15200,감자,0,특,20,20kg상자,52500,56000,53815,-755,"54,570(98.6%)","61,568(87.4%)","60,359(89.2%)"
2025.05.09,감자,15200,감자,1,상,20,20kg상자,49000,52500,50686,-864,"51,550(98.3%)","57,436(88.2%)","58,625(86.5%)"
2025.05.09,감자,15200,감자,2,보통,20,20kg상자,45500,49000,47499,279,"47,220(100.6%)","53,096(89.5%)","52,987(89.6%)"
2025.05.09,감자,15200,감자,3,하,20,20kg상자,5000,45500,32228,1943,"30,285(106.4%)","32,345(99.6%)","30,132(107%)"
2025.05.10,감자,15200,감자,0,특,20,20kg상자,57000,57000,57000,3185,"53,815(105.9%)","59,804(95.3%)","57,929(98.4%)"
2025.05.10,감자,15200,감자,1,상,20,20kg상자,54000,57000,55234,4548,"50,686(109%)","56,214(98.3%)","55,951(98.7%)"
2025.05.10,감자,15200,감자,2,보통,20,20kg상자,49000,54000,52767,5268,"47,499(111.1%)","52,020(101.4%)","48,549(108.7%)"
2025.05.10,감자,15200,감자,3,하,20,20kg상자,11000,49000,33826,1598,"32,228(105%)","31,853(106.2%)","24,841(136.2%)"
2025.05.12,감자,15200,감자,0,특,20,20kg상자,62000,63000,62546,5546,"57,000(109.7%)","58,284(107.3%)","54,239(115.3%)"
2025.05.12,감자,15200,감자,1,상,20,20kg상자,57500,62000,59702,4468,"55,234(108.1%)","55,474(107.6%)","49,872(119.7%)"
2025.05.12,감자,15200,감자,2,보통,20,20kg상자,50000,57500,54750,1983,"52,767(103.8%)","51,561(106.2%)","45,790(119.6%)"
2025.05.12,감자,15200,감자,3,하,20,20kg상자,5000,50000,34795,969,"33,826(102.9%)","31,604(110.1%)","24,939(139.5%)"
2025.05.13,감자,15200,감자,0,특,20,20kg상자,66000,67000,66396,3850,"62,546(106.2%)","58,136(114.2%)","53,569(123.9%)"
2025.05.13,감자,15200,감자,1,상,20,20kg상자,60000,66000,62959,3257,"59,702(105.5%)","55,420(113.6%)","48,883(128.8%)"
2025.05.13,감자,15200,감자,2,보통,20,20kg상자,54000,60000,57458,2708,"54,750(104.9%)","51,442(111.7%)","40,852(140.6%)"
2025.05.13,감자,15200,감자,3,하,20,20kg상자,8000,54000,31189,-3606,"34,795(89.6%)","32,020(97.4%)","19,588(159.2%)"
2025.05.14,감자,15200,감자,0,특,20,20kg상자,63500,65000,64366,-2030,"66,396(96.9%)","58,888(109.3%)","55,473(116%)"
2025.05.14,감자,15200,감자,1,상,20,20kg상자,59000,63500,61455,-1504,"62,959(97.6%)","56,052(109.6%)","49,683(123.7%)"
2025.05.14,감자,15200,감자,2,보통,20,20kg상자,52000,59000,56332,-1126,"57,458(98%)","51,862(108.6%)","41,659(135.2%)"
2025.05.14,감자,15200,감자,3,하,20,20kg상자,4000,52000,32952,1763,"31,189(105.7%)","31,699(104%)","20,675(159.4%)"
2025.05.15,감자,15200,감자,0,특,20,20kg상자,65500,67000,65892,1526,"64,366(102.4%)","59,782(110.2%)","56,975(115.7%)"
2025.05.15,감자,15200,감자,1,상,20,20kg상자,59000,65500,62014,559,"61,455(100.9%)","56,931(108.9%)","51,267(121%)"
2025.05.15,감자,15200,감자,2,보통,20,20kg상자,50500,59000,54908,-1424,"56,332(97.5%)","52,671(104.2%)","41,751(131.5%)"
2025.05.15,감자,15200,감자,3,하,20,20kg상자,4000,50500,32714,-238,"32,952(99.3%)","32,546(100.5%)","21,296(153.6%)"
2025.05.16,감자,15200,감자,0,특,20,20kg상자,67000,68500,67873,1981,"65,892(103%)","61,669(110.1%)","58,732(115.6%)"
2025.05.16,감자,15200,감자,1,상,20,20kg상자,59000,67000,63013,999,"62,014(101.6%)","58,675(107.4%)","54,632(115.3%)"
2025.05.16,감자,15200,감자,2,보통,20,20kg상자,51000,59000,55925,1017,"54,908(101.9%)","53,952(103.7%)","42,943(130.2%)"
2025.05.16,감자,15200,감자,3,하,20,20kg상자,5000,51000,32902,188,"32,714(100.6%)","32,951(99.9%)","20,428(161.1%)"
2025.05.17,감자,15200,감자,0,특,20,20kg상자,67000,69000,68159,286,"67,873(100.4%)","64,012(106.5%)","58,951(115.6%)"
2025.05.17,감자,15200,감자,1,상,20,20kg상자,61000,67000,64104,1091,"63,013(101.7%)","60,730(105.6%)","53,884(119%)"
2025.05.17,감자,15200,감자,2,보통,20,20kg상자,52500,61000,57408,1483,"55,925(102.7%)","55,357(103.7%)","41,072(139.8%)"
2025.05.17,감자,15200,감자,3,하,20,20kg상자,3000,52500,32842,-60,"32,902(99.8%)","33,063(99.3%)","17,217(190.8%)"
2025.05.19,감자,15200,감자,0,특,20,20kg상자,69000,71000,69899,1740,"68,159(102.6%)","65,872(106.1%)","56,128(124.5%)"
2025.05.19,감자,15200,감자,1,상,20,20kg상자,60000,69000,64400,296,"64,104(100.5%)","62,208(103.5%)","50,062(128.6%)"
2025.05.19,감자,15200,감자,2,보통,20,20kg상자,45000,60000,55340,-2068,"57,408(96.4%)","56,130(98.6%)","37,211(148.7%)"
2025.05.19,감자,15200,감자,3,하,20,20kg상자,7000,45000,26178,-6664,"32,842(79.7%)","32,899(79.6%)","13,804(189.6%)"
2025.05.20,감자,15200,감자,0,특,20,20kg상자,70000,72000,70894,995,"69,899(101.4%)","67,098(105.7%)","54,654(129.7%)"
2025.05.20,감자,15200,감자,1,상,20,20kg상자,60500,70000,64780,380,"64,400(100.6%)","62,991(102.8%)","47,729(135.7%)"
2025.05.20,감자,15200,감자,2,보통,20,20kg상자,48000,60500,56300,960,"55,340(101.7%)","56,229(100.1%)","34,697(162.3%)"
2025.05.20,감자,15200,감자,3,하,20,20kg상자,2000,48000,29058,2880,"26,178(111%)","31,463(92.4%)","15,523(187.2%)"
2025.05.21,감자,15200,감자,0,특,20,20kg상자,73000,75000,74405,3511,"70,894(105%)","67,847(109.7%)","53,743(138.4%)"
2025.05.21,감자,15200,감자,1,상,20,20kg상자,64000,73000,68386,3606,"64,780(105.6%)","63,294(108%)","41,442(165%)"
2025.05.21,감자,15200,감자,2,보통,20,20kg상자,54500,64000,59466,3166,"56,300(105.6%)","56,036(106.1%)","28,872(206%)"
2025.05.21,감자,15200,감자,3,하,20,20kg상자,8000,54500,33696,4638,"29,058(116%)","31,108(108.3%)","12,389(272%)"
2025.05.22,감자,15200,감자,0,특,20,20kg상자,73000,78000,75000,595,"74,405(100.8%)","69,520(107.9%)","55,393(135.4%)"
2025.05.22,감자,15200,감자,1,상,20,20kg상자,61000,73000,65524,-2862,"68,386(95.8%)","64,450(101.7%)","39,672(165.2%)"
2025.05.22,감자,15200,감자,2,보통,20,20kg상자,49000,61000,57087,-2379,"59,466(96%)","56,558(100.9%)","27,766(205.6%)"
2025.05.22,감자,15200,감자,3,하,20,20kg상자,5000,49000,29845,-3851,"33,696(88.6%)","31,232(95.6%)","12,053(247.6%)"
2025.05.23,감자,15200,감자,0,특,20,20kg상자,71500,75000,73140,-1860,"75,000(97.5%)","71,038(103%)","56,834(128.7%)"
2025.05.23,감자,15200,감자,1,상,20,20kg상자,60000,71500,64405,-1119,"65,524(98.3%)","65,035(99%)","37,114(173.5%)"
2025.05.23,감자,15200,감자,2,보통,20,20kg상자,51000,60000,55962,-1125,"57,087(98%)","56,921(98.3%)","23,653(236.6%)"
2025.05.23,감자,15200,감자,3,하,20,20kg상자,5000,51000,31721,1876,"29,845(106.3%)","30,754(103.1%)","10,018(316.6%)"
2025.05.24,감자,15200,감자,0,특,20,20kg상자,65000,74000,68443,-4697,"73,140(93.6%)","71,916(95.2%)","57,094(119.9%)"
2025.05.24,감자,15200,감자,1,상,20,20kg상자,53000,65000,56692,-7713,"64,405(88%)","65,267(86.9%)","44,325(127.9%)"
2025.05.24,감자,15200,감자,2,보통,20,20kg상자,38500,53000,45905,-10057,"55,962(82%)","56,927(80.6%)","25,528(179.8%)"
2025.05.24,감자,15200,감자,3,하,20,20kg상자,3000,38500,25478,-6243,"31,721(80.3%)","30,557(83.4%)","12,614(202%)"
2025.05.26,감자,15200,감자,0,특,20,20kg상자,66000,71000,68747,304,"68,443(100.4%)","71,964(95.5%)","56,465(121.8%)"
2025.05.26,감자,15200,감자,1,상,20,20kg상자,46000,66000,55202,-1490,"56,692(97.4%)","64,031(86.2%)","41,908(131.7%)"
2025.05.26,감자,15200,감자,2,보통,20,20kg상자,35000,46000,40681,-5224,"45,905(88.6%)","55,010(74%)","27,132(149.9%)"
2025.05.26,감자,15200,감자,3,하,20,20kg상자,5000,35000,24549,-929,"25,478(96.4%)","29,329(83.7%)","12,072(203.4%)"
2025.05.27,감자,15200,감자,0,특,20,20kg상자,66500,76000,71907,3160,"68,747(104.6%)","71,772(100.2%)","53,458(134.5%)"
2025.05.27,감자,15200,감자,1,상,20,20kg상자,41000,66500,51167,-4035,"55,202(92.7%)","62,498(81.9%)","39,988(128%)"
2025.05.27,감자,15200,감자,2,보통,20,20kg상자,30000,41000,36291,-4390,"40,681(89.2%)","52,567(69%)","28,773(126.1%)"
2025.05.27,감자,15200,감자,3,하,20,20kg상자,4000,30000,21754,-2795,"24,549(88.6%)","29,058(74.9%)","13,939(156.1%)"
2025.05.28,감자,15200,감자,0,특,20,20kg상자,68000,73500,71374,-533,"71,907(99.3%)","71,940(99.2%)","56,919(125.4%)"
2025.05.28,감자,15200,감자,1,상,20,20kg상자,36000,68000,48145,-3022,"51,167(94.1%)","60,229(79.9%)","42,063(114.5%)"
2025.05.28,감자,15200,감자,2,보통,20,20kg상자,29000,36000,32995,-3296,"36,291(90.9%)","49,232(67%)","33,938(97.2%)"
2025.05.28,감자,15200,감자,3,하,20,20kg상자,4000,29000,21189,-565,"21,754(97.4%)","27,841(76.1%)","18,226(116.3%)"
2025.05.29,감자,15200,감자,0,특,20,20kg상자,58000,66000,62308,-9066,"71,374(87.3%)","71,435(87.2%)","55,526(112.2%)"
2025.05.29,감자,15200,감자,1,상,20,20kg상자,34000,58000,41327,-6818,"48,145(85.8%)","56,856(72.7%)","39,919(103.5%)"
2025.05.29,감자,15200,감자,2,보통,20,20kg상자,26500,34000,30676,-2319,"32,995(93%)","44,820(68.4%)","31,152(98.5%)"
2025.05.29,감자,15200,감자,3,하,20,20kg상자,3000,26500,19607,-1582,"21,189(92.5%)","25,756(76.1%)","16,359(119.9%)"
2025.05.30,감자,15200,감자,0,특,20,20kg상자,48500,61000,53259,-9049,"62,308(85.5%)","69,320(76.8%)","52,296(101.8%)"
2025.05.30,감자,15200,감자,1,상,20,20kg상자,30000,48500,35683,-5644,"41,327(86.3%)","52,823(67.6%)","34,263(104.1%)"
2025.05.30,감자,15200,감자,2,보통,20,20kg상자,25000,30000,27611,-3065,"30,676(90%)","40,418(68.3%)","26,350(104.8%)"
2025.05.30,감자,15200,감자,3,하,20,20kg상자,2000,25000,17680,-1927,"19,607(90.2%)","24,050(73.5%)","13,178(134.2%)"
2025.05.31,감자,15200,감자,0,특,20,20kg상자,38000,60000,45854,-7405,"53,259(86.1%)","66,006(69.5%)","51,006(89.9%)"
2025.05.31,감자,15200,감자,1,상,20,20kg상자,29000,38000,31862,-3821,"35,683(89.3%)","48,036(66.3%)","32,282(98.7%)"
2025.05.31,감자,15200,감자,2,보통,20,20kg상자,23000,29000,26061,-1550,"27,611(94.4%)","35,693(73%)","25,092(103.9%)"
2025.05.31,감자,15200,감자,3,하,20,20kg상자,3000,23000,16194,-1486,"17,680(91.6%)","21,710(74.6%)","12,529(129.3%)"
2025.06.02,감자,15200,감자,0,특,20,20kg상자,41000,61000,52017,6163,"45,854(113.4%)","62,242(83.6%)","41,748(124.6%)"
2025.06.02,감자,15200,감자,1,상,20,20kg상자,26500,41000,29893,-1969,"31,862(93.8%)","43,898(68.1%)","31,781(94.1%)"
2025.06.02,감자,15200,감자,2,보통,20,20kg상자,18500,26500,23088,-2973,"26,061(88.6%)","32,386(71.3%)","23,801(97%)"
2025.06.02,감자,15200,감자,3,하,20,20kg상자,2000,18500,12726,-3468,"16,194(78.6%)","20,162(63.1%)","10,141(125.5%)"
2025.06.03,감자,15200,감자,0,특,20,20kg상자,39000,65000,49425,-2592,"52,017(95%)","59,453(83.1%)","37,677(131.2%)"
2025.06.03,감자,15200,감자,1,상,20,20kg상자,28000,39000,32078,2185,"29,893(107.3%)","39,680(80.8%)","27,619(116.1%)"
2025.06.03,감자,15200,감자,2,보통,20,20kg상자,20000,28000,24870,1782,"23,088(107.7%)","29,454(84.4%)","21,501(115.7%)"
2025.06.03,감자,15200,감자,3,하,20,20kg상자,2000,20000,12916,190,"12,726(101.5%)","18,192(71%)","11,197(115.4%)"
2025.06.04,감자,15200,감자,0,특,20,20kg상자,46000,56000,49742,317,"49,425(100.6%)","55,706(89.3%)","36,011(138.1%)"
2025.06.04,감자,15200,감자,1,상,20,20kg상자,34500,46000,38046,5968,"32,078(118.6%)","36,498(104.2%)","26,105(145.7%)"
2025.06.04,감자,15200,감자,2,보통,20,20kg상자,25000,34500,31258,6388,"24,870(125.7%)","27,550(113.5%)","19,872(157.3%)"
2025.06.04,감자,15200,감자,3,하,20,20kg상자,3000,25000,17902,4986,"12,916(138.6%)","16,719(107.1%)","9,782(183%)"
2025.06.06,감자,15200,감자,0,특,20,20kg상자,38000,62000,49338,-602,"49,940(98.8%)","50,040(98.6%)","38,578(127.9%)"
2025.06.06,감자,15200,감자,1,상,20,20kg상자,29000,38000,32522,-2591,"35,113(92.6%)","33,779(96.3%)","27,741(117.2%)"
2025.06.06,감자,15200,감자,2,보통,20,20kg상자,23500,29000,26749,-3053,"29,802(89.8%)","27,115(98.7%)","21,592(123.9%)"
2025.06.06,감자,15200,감자,3,하,20,20kg상자,2000,23500,15742,-2682,"18,424(85.4%)","15,974(98.5%)","11,937(131.9%)"
2025.06.07,감자,15200,감자,0,특,20,20kg상자,33000,53500,38618,-10720,"49,338(78.3%)","49,386(78.2%)","37,879(102%)"
2025.06.07,감자,15200,감자,1,상,20,20kg상자,25000,33000,27316,-5206,"32,522(84%)","33,252(82.1%)","29,433(92.8%)"
2025.06.07,감자,15200,감자,2,보통,20,20kg상자,19500,25000,22309,-4440,"26,749(83.4%)","26,971(82.7%)","23,543(94.8%)"
2025.06.07,감자,15200,감자,3,하,20,20kg상자,2000,19500,13127,-2615,"15,742(83.4%)","15,651(83.9%)","12,216(107.5%)"
2025.06.09,감자,15200,감자,0,특,20,20kg상자,30000,38000,32542,-6076,"38,618(84.3%)","48,180(67.5%)","36,157(90%)"
2025.06.09,감자,15200,감자,1,상,20,20kg상자,22500,30000,25067,-2249,"27,316(91.8%)","32,495(77.1%)","28,674(87.4%)"
2025.06.09,감자,15200,감자,2,보통,20,20kg상자,17500,22500,20120,-2189,"22,309(90.2%)","26,346(76.4%)","22,107(91%)"
2025.06.09,감자,15200,감자,3,하,20,20kg상자,1000,17500,11390,-1737,"13,127(86.8%)","15,140(75.2%)","11,041(103.2%)"
2025.06.10,감자,15200,감자,0,특,20,20kg상자,28000,33000,30933,-1609,"32,542(95.1%)","44,934(68.8%)","36,389(85%)"
2025.06.10,감자,15200,감자,1,상,20,20kg상자,22000,28000,23810,-1257,"25,067(95%)","31,690(75.1%)","28,062(84.8%)"
2025.06.10,감자,15200,감자,2,보통,20,20kg상자,16500,22000,19831,-289,"20,120(98.6%)","25,851(76.7%)","21,694(91.4%)"
2025.06.10,감자,15200,감자,3,하,20,20kg상자,1500,16500,10299,-1091,"11,390(90.4%)","14,917(69%)","11,921(86.4%)"
2025.06.11,감자,15200,감자,0,특,20,20kg상자,27000,38000,30045,-888,"30,933(97.1%)","41,852(71.8%)","31,612(95%)"
2025.06.11,감자,15200,감자,1,상,20,20kg상자,22500,27000,24119,309,"23,810(101.3%)","30,312(79.6%)","24,375(98.9%)"
2025.06.11,감자,15200,감자,2,보통,20,20kg상자,17000,22500,20325,494,"19,831(102.5%)","25,012(81.3%)","20,079(101.2%)"
2025.06.11,감자,15200,감자,3,하,20,20kg상자,2000,17000,10756,457,"10,299(104.4%)","14,481(74.3%)","11,845(90.8%)"
2025.06.12,감자,15200,감자,0,특,20,20kg상자,29000,35000,32338,2293,"30,045(107.6%)","38,569(83.8%)","25,837(125.2%)"
2025.06.12,감자,15200,감자,1,상,20,20kg상자,25000,29000,26558,2439,"24,119(110.1%)","27,991(94.9%)","21,554(123.2%)"
2025.06.12,감자,15200,감자,2,보통,20,20kg상자,20000,25000,23291,2966,"20,325(114.6%)","23,189(100.4%)","17,632(132.1%)"
2025.06.12,감자,15200,감자,3,하,20,20kg상자,2000,20000,13133,2377,"10,756(122.1%)","13,290(98.8%)","10,279(127.8%)"
2025.06.13,감자,15200,감자,0,특,20,20kg상자,32000,39000,33659,1321,"32,338(104.1%)","35,636(94.5%)","26,799(125.6%)"
2025.06.13,감자,15200,감자,1,상,20,20kg상자,28000,32000,29847,3289,"26,558(112.4%)","26,565(112.4%)","22,374(133.4%)"
2025.06.13,감자,15200,감자,2,보통,20,20kg상자,20500,28000,25407,2116,"23,291(109.1%)","22,104(114.9%)","18,333(138.6%)"
2025.06.13,감자,15200,감자,3,하,20,20kg상자,2000,20500,13512,379,"13,133(102.9%)","12,408(108.9%)","9,734(138.8%)"
2025.06.14,감자,15200,감자,0,특,20,20kg상자,38500,42000,39443,5784,"33,659(117.2%)","33,023(119.4%)","28,685(137.5%)"
2025.06.14,감자,15200,감자,1,상,20,20kg상자,33000,38500,35016,5169,"29,847(117.3%)","26,120(134.1%)","22,609(154.9%)"
2025.06.14,감자,15200,감자,2,보통,20,20kg상자,24500,33000,29276,3869,"25,407(115.2%)","21,881(133.8%)","17,743(165%)"
2025.06.14,감자,15200,감자,3,하,20,20kg상자,5000,24500,14819,1307,"13,512(109.7%)","12,036(123.1%)","10,293(144%)"
2025.06.16,감자,15200,감자,0,특,20,20kg상자,38000,41000,39158,-285,"39,443(99.3%)","33,160(118.1%)","29,649(132.1%)"
2025.06.16,감자,15200,감자,1,상,20,20kg상자,31500,38000,34034,-982,"35,016(97.2%)","27,403(124.2%)","22,011(154.6%)"
2025.06.16,감자,15200,감자,2,보통,20,20kg상자,24000,31500,28834,-442,"29,276(98.5%)","23,042(125.1%)","16,563(174.1%)"
2025.06.16,감자,15200,감자,3,하,20,20kg상자,3000,24000,15657,838,"14,819(105.7%)","12,318(127.1%)","8,060(194.3%)"
2025.06.17,감자,15200,감자,0,특,20,20kg상자,38000,42000,39804,646,"39,158(101.6%)","34,263(116.2%)","28,241(140.9%)"
2025.06.17,감자,15200,감자,1,상,20,20kg상자,34000,38000,35046,1012,"34,034(103%)","28,897(121.3%)","21,426(163.6%)"
2025.06.17,감자,15200,감자,2,보통,20,20kg상자,23000,34000,29452,618,"28,834(102.1%)","24,494(120.2%)","16,712(176.2%)"
2025.06.17,감자,15200,감자,3,하,20,20kg상자,2000,23000,13465,-2192,"15,657(86%)","13,029(103.3%)","8,015(168%)"
2025.06.18,감자,15200,감자,0,특,20,20kg상자,41000,43000,41933,2129,"39,804(105.3%)","35,741(117.3%)","26,504(158.2%)"
2025.06.18,감자,15200,감자,1,상,20,20kg상자,35000,41000,37438,2392,"35,046(106.8%)","30,770(121.7%)","20,822(179.8%)"
2025.06.18,감자,15200,감자,2,보통,20,20kg상자,24000,35000,31106,1654,"29,452(105.6%)","26,098(119.2%)","16,127(192.9%)"
2025.06.18,감자,15200,감자,3,하,20,20kg상자,2000,24000,15070,1605,"13,465(111.9%)","13,557(111.2%)","7,932(190%)"
2025.06.19,감자,15200,감자,0,특,20,20kg상자,39000,41000,39994,-1939,"41,933(95.4%)","37,723(106%)","27,185(147.1%)"
2025.06.19,감자,15200,감자,1,상,20,20kg상자,35500,39000,37411,-27,"37,438(99.9%)","32,990(113.4%)","21,681(172.6%)"
2025.06.19,감자,15200,감자,2,보통,20,20kg상자,29000,35500,33563,2457,"31,106(107.9%)","27,894(120.3%)","16,008(209.7%)"
2025.06.19,감자,15200,감자,3,하,20,20kg상자,3000,29000,20243,5173,"15,070(134.3%)","14,276(141.8%)","7,103(285%)"
2025.06.20,감자,15200,감자,0,특,20,20kg상자,37500,44000,39516,-478,"39,994(98.8%)","38,999(101.3%)","29,210(135.3%)"
2025.06.20,감자,15200,감자,1,상,20,20kg상자,34000,37500,35872,-1539,"37,411(95.9%)","34,799(103.1%)","23,557(152.3%)"
2025.06.20,감자,15200,감자,2,보통,20,20kg상자,27000,34000,31380,-2183,"33,563(93.5%)","29,606(106%)","18,121(173.2%)"
2025.06.20,감자,15200,감자,3,하,20,20kg상자,3000,27000,18461,-1782,"20,243(91.2%)","15,461(119.4%)","8,718(211.8%)"
2025.06.21,감자,15200,감자,0,특,20,20kg상자,37000,40000,37732,-1784,"39,516(95.5%)","39,975(94.4%)","31,071(121.4%)"
