INVEST_DT,RPTV_ITM_NM,ITM_CD,ITM_NM,GRADE_CD,G_NAME,UNIT_QTY,UNIT,MI_P,MA_P,AV_P,FLT_P,PAV_RATE,J_7_RATE,J_365_RATE
2020.05.14,감자,15200,감자,3,하,20,20kg상자,1500,20000,10736,-17,"10,753(99.8%)","10,721(100.1%)","14,287(75.1%)"
2020.05.15,감자,15200,감자,0,특,20,20kg상자,52000,54000,52753,620,"52,133(101.2%)","50,174(105.1%)","48,088(109.7%)"
2020.05.15,감자,15200,감자,1,상,20,20kg상자,33000,52000,40954,-3364,"44,318(92.4%)","44,329(92.4%)","42,697(95.9%)"
2020.05.15,감자,15200,감자,2,보통,20,20kg상자,18500,33000,27830,-2997,"30,827(90.3%)","28,994(96%)","30,735(90.5%)"
2020.05.15,감자,15200,감자,3,하,20,20kg상자,1000,18500,10831,95,"10,736(100.9%)","10,362(104.5%)","13,486(80.3%)"
2020.05.16,감자,15200,감자,0,특,20,20kg상자,51000,58000,53446,693,"52,753(101.3%)","51,074(104.6%)","48,627(109.9%)"
2020.05.16,감자,15200,감자,1,상,20,20kg상자,30000,51000,37872,-3082,"40,954(92.5%)","43,689(86.7%)","41,339(91.6%)"
2020.05.16,감자,15200,감자,2,보통,20,20kg상자,10000,30000,19575,-8255,"27,830(70.3%)","27,667(70.8%)","29,055(67.4%)"
2020.05.16,감자,15200,감자,3,하,20,20kg상자,1000,10000,5538,-5293,"10,831(51.1%)","9,933(55.8%)","12,126(45.7%)"
2020.05.18,감자,15200,감자,0,특,20,20kg상자,55000,57000,55380,1934,"53,446(103.6%)","52,053(106.4%)","50,427(109.8%)"
2020.05.18,감자,15200,감자,1,상,20,20kg상자,35000,55000,42862,4990,"37,872(113.2%)","42,866(100%)","41,757(102.6%)"
2020.05.18,감자,15200,감자,2,보통,20,20kg상자,16500,35000,25875,6300,"19,575(132.2%)","25,382(101.9%)","31,554(82%)"
2020.05.18,감자,15200,감자,3,하,20,20kg상자,1000,16500,8824,3286,"5,538(159.3%)","8,559(103.1%)","15,350(57.5%)"
2020.05.19,감자,15200,감자,0,특,20,20kg상자,56000,59000,57475,2095,"55,380(103.8%)","53,321(107.8%)","50,427(114%)"
2020.05.19,감자,15200,감자,1,상,20,20kg상자,35000,56000,43878,1016,"42,862(102.4%)","43,352(101.2%)","41,757(105.1%)"
2020.05.19,감자,15200,감자,2,보통,20,20kg상자,18000,35000,28249,2374,"25,875(109.2%)","26,646(106%)","31,554(89.5%)"
2020.05.19,감자,15200,감자,3,하,20,20kg상자,1000,18000,10401,1577,"8,824(117.9%)","8,965(116%)","15,350(67.8%)"
2020.05.20,감자,15200,감자,0,특,20,20kg상자,58000,60000,58476,1001,"57,475(101.7%)","54,075(108.1%)","52,309(111.8%)"
2020.05.20,감자,15200,감자,1,상,20,20kg상자,34000,58000,43471,-407,"43,878(99.1%)","42,885(101.4%)","45,521(95.5%)"
2020.05.20,감자,15200,감자,2,보통,20,20kg상자,16500,34000,25237,-3012,"28,249(89.3%)","27,412(92.1%)","33,362(75.6%)"
2020.05.20,감자,15200,감자,3,하,20,20kg상자,1000,16500,9582,-819,"10,401(92.1%)","9,514(100.7%)","15,430(62.1%)"
2020.05.21,감자,15200,감자,0,특,20,20kg상자,52000,60000,56688,-1788,"58,476(96.9%)","54,944(103.2%)","53,422(106.1%)"
2020.05.21,감자,15200,감자,1,상,20,20kg상자,31000,52000,36050,-7421,"43,471(82.9%)","42,226(85.4%)","48,213(74.8%)"
2020.05.21,감자,15200,감자,2,보통,20,20kg상자,17500,31000,25735,498,"25,237(102%)","26,266(98%)","36,405(70.7%)"
2020.05.21,감자,15200,감자,3,하,20,20kg상자,2000,17500,9367,-215,"9,582(97.8%)","9,319(100.5%)","17,041(55%)"
2020.05.22,감자,15200,감자,0,특,20,20kg상자,47000,62000,54815,-1873,"56,688(96.7%)","55,703(98.4%)","51,874(105.7%)"
2020.05.22,감자,15200,감자,1,상,20,20kg상자,30000,47000,33662,-2388,"36,050(93.4%)","40,848(82.4%)","40,785(82.5%)"
2020.05.22,감자,15200,감자,2,보통,20,20kg상자,22000,30000,26495,760,"25,735(103%)","25,417(104.2%)","34,785(76.2%)"
2020.05.22,감자,15200,감자,3,하,20,20kg상자,1000,22000,12930,3563,"9,367(138%)","9,091(142.2%)","20,161(64.1%)"
2020.05.23,감자,15200,감자,0,특,20,20kg상자,35000,62500,43298,-11517,"54,815(79%)","56,047(77.3%)","49,871(86.8%)"
2020.05.23,감자,15200,감자,1,상,20,20kg상자,28500,35000,30916,-2746,"33,662(91.8%)","39,633(78%)","35,854(86.2%)"
2020.05.23,감자,15200,감자,2,보통,20,20kg상자,22000,28500,25819,-676,"26,495(97.4%)","25,194(102.5%)","29,454(87.7%)"
2020.05.23,감자,15200,감자,3,하,20,20kg상자,1000,22000,13279,349,"12,930(102.7%)","9,440(140.7%)","17,170(77.3%)"
2020.05.25,감자,15200,감자,0,특,20,20kg상자,36000,62000,48360,5062,"43,298(111.7%)","54,355(89%)","44,013(109.9%)"
2020.05.25,감자,15200,감자,1,상,20,20kg상자,25000,36000,28525,-2391,"30,916(92.3%)","38,473(74.1%)","26,786(106.5%)"
2020.05.25,감자,15200,감자,2,보통,20,20kg상자,18500,25000,22059,-3760,"25,819(85.4%)","26,235(84.1%)","20,447(107.9%)"
2020.05.25,감자,15200,감자,3,하,20,20kg상자,2000,18500,11682,-1597,"13,279(88%)","10,731(108.9%)","12,235(95.5%)"
2020.05.26,감자,15200,감자,0,특,20,20kg상자,31000,52000,40935,-7425,"48,360(84.6%)","53,185(77%)","44,013(93%)"
2020.05.26,감자,15200,감자,1,상,20,20kg상자,26000,31000,27318,-1207,"28,525(95.8%)","36,084(75.7%)","26,786(102%)"
2020.05.26,감자,15200,감자,2,보통,20,20kg상자,17500,26000,22740,681,"22,059(103.1%)","25,599(88.8%)","20,447(111.2%)"
2020.05.26,감자,15200,감자,3,하,20,20kg상자,1500,17500,11075,-607,"11,682(94.8%)","11,207(98.8%)","12,235(90.5%)"
2020.05.27,감자,15200,감자,0,특,20,20kg상자,27000,50000,31858,-9077,"40,935(77.8%)","50,429(63.2%)","31,351(101.6%)"
2020.05.27,감자,15200,감자,1,상,20,20kg상자,21000,27000,23461,-3857,"27,318(85.9%)","33,324(70.4%)","21,286(110.2%)"
2020.05.27,감자,15200,감자,2,보통,20,20kg상자,16000,21000,19079,-3661,"22,740(83.9%)","24,681(77.3%)","16,991(112.3%)"
2020.05.27,감자,15200,감자,3,하,20,20kg상자,2000,16000,11490,415,"11,075(103.7%)","11,319(101.5%)","10,549(108.9%)"
2020.05.28,감자,15200,감자,0,특,20,20kg상자,26000,43500,30274,-1584,"31,858(95%)","45,992(65.8%)","34,262(88.4%)"
2020.05.28,감자,15200,감자,1,상,20,20kg상자,21000,26000,22860,-601,"23,461(97.4%)","29,989(76.2%)","23,419(97.6%)"
2020.05.28,감자,15200,감자,2,보통,20,20kg상자,17000,21000,19350,271,"19,079(101.4%)","23,655(81.8%)","18,984(101.9%)"
2020.05.28,감자,15200,감자,3,하,20,20kg상자,2000,17000,12301,811,"11,490(107.1%)","11,637(105.7%)","11,403(107.9%)"
2020.05.29,감자,15200,감자,0,특,20,20kg상자,27000,44000,34229,3955,"30,274(113.1%)","41,590(82.3%)","35,350(96.8%)"
2020.05.29,감자,15200,감자,1,상,20,20kg상자,23000,27000,24496,1636,"22,860(107.2%)","27,790(88.1%)","24,463(100.1%)"
2020.05.29,감자,15200,감자,2,보통,20,20kg상자,17500,23000,20950,1600,"19,350(108.3%)","22,590(92.7%)","20,510(102.1%)"
2020.05.29,감자,15200,감자,3,하,20,20kg상자,3000,17500,11973,-328,"12,301(97.3%)","12,126(98.7%)","12,073(99.2%)"
2020.05.30,감자,15200,감자,0,특,20,20kg상자,29000,45000,31160,-3069,"34,229(91%)","38,159(81.7%)","29,557(105.4%)"
2020.05.30,감자,15200,감자,1,상,20,20kg상자,25500,29000,27391,2895,"24,496(111.8%)","26,263(104.3%)","24,199(113.2%)"
2020.05.30,감자,15200,감자,2,보통,20,20kg상자,16500,25500,22016,1066,"20,950(105.1%)","21,666(101.6%)","20,564(107.1%)"
2020.05.30,감자,15200,감자,3,하,20,20kg상자,3000,16500,9732,-2241,"11,973(81.3%)","11,967(81.3%)","13,103(74.3%)"
2020.06.01,감자,15200,감자,0,특,20,20kg상자,40000,47000,42217,11057,"31,160(135.5%)","36,136(116.8%)","31,074(135.9%)"
2020.06.01,감자,15200,감자,1,상,20,20kg상자,33000,40000,35568,8177,"27,391(129.9%)","25,675(138.5%)","22,865(155.6%)"
2020.06.01,감자,15200,감자,2,보통,20,20kg상자,24000,33000,29313,7297,"22,016(133.1%)","21,032(139.4%)","19,689(148.9%)"
2020.06.01,감자,15200,감자,3,하,20,20kg상자,3000,24000,13929,4197,"9,732(143.1%)","11,376(122.4%)","12,685(109.8%)"
2020.06.02,감자,15200,감자,0,특,20,20kg상자,35000,45000,38411,-3806,"42,217(91%)","35,112(109.4%)","31,074(123.6%)"
2020.06.02,감자,15200,감자,1,상,20,20kg상자,28000,35000,29498,-6070,"35,568(82.9%)","26,849(109.9%)","22,865(129%)"
2020.06.02,감자,15200,감자,2,보통,20,20kg상자,23000,28000,25958,-3355,"29,313(88.6%)","22,241(116.7%)","19,689(131.8%)"
2020.06.02,감자,15200,감자,3,하,20,20kg상자,3000,23000,13893,-36,"13,929(99.7%)","11,750(118.2%)","12,685(109.5%)"
2020.06.03,감자,15200,감자,0,특,20,20kg상자,32000,45000,34064,-4347,"38,411(88.7%)","34,692(98.2%)","24,308(140.1%)"
2020.06.03,감자,15200,감자,1,상,20,20kg상자,28500,32000,29978,480,"29,498(101.6%)","27,212(110.2%)","20,318(147.5%)"
2020.06.03,감자,15200,감자,2,보통,20,20kg상자,24000,28500,26706,748,"25,958(102.9%)","22,778(117.2%)","17,981(148.5%)"
2020.06.03,감자,15200,감자,3,하,20,20kg상자,3000,24000,14897,1004,"13,893(107.2%)","12,220(121.9%)","11,485(129.7%)"
2020.06.04,감자,15200,감자,0,특,20,20kg상자,33000,45000,35897,1833,"34,064(105.4%)","35,059(102.4%)","25,188(142.5%)"
2020.06.04,감자,15200,감자,1,상,20,20kg상자,29000,33000,30784,806,"29,978(102.7%)","28,299(108.8%)","19,257(159.9%)"
2020.06.04,감자,15200,감자,2,보통,20,20kg상자,23000,29000,26843,137,"26,706(100.5%)","24,049(111.6%)","16,888(158.9%)"
2020.06.04,감자,15200,감자,3,하,20,20kg상자,3000,23000,13920,-977,"14,897(93.4%)","12,788(108.9%)","11,231(123.9%)"
2020.06.05,감자,15200,감자,0,특,20,20kg상자,33000,46000,36832,935,"35,897(102.6%)","35,996(102.3%)","25,514(144.4%)"
2020.06.05,감자,15200,감자,1,상,20,20kg상자,28500,33000,30348,-436,"30,784(98.6%)","29,619(102.5%)","19,301(157.2%)"
2020.06.05,감자,15200,감자,2,보통,20,20kg상자,23000,28500,26220,-623,"26,843(97.7%)","25,298(103.6%)","16,268(161.2%)"
2020.06.05,감자,15200,감자,3,하,20,20kg상자,3000,23000,13880,-40,"13,920(99.7%)","13,057(106.3%)","11,381(122%)"
2020.06.06,감자,15200,감자,0,특,20,20kg상자,32000,48000,34971,-1861,"36,832(94.9%)","36,430(96%)","26,405(132.4%)"
2020.06.06,감자,15200,감자,1,상,20,20kg상자,26000,32000,28647,-1701,"30,348(94.4%)","30,595(93.6%)","22,280(128.6%)"
2020.06.06,감자,15200,감자,2,보통,20,20kg상자,20000,26000,23964,-2256,"26,220(91.4%)","26,176(91.5%)","18,911(126.7%)"
2020.06.06,감자,15200,감자,3,하,20,20kg상자,2000,20000,12119,-1761,"13,880(87.3%)","13,375(90.6%)","13,281(91.3%)"
2020.06.08,감자,15200,감자,0,특,20,20kg상자,27000,39000,30052,-4919,"34,971(85.9%)","37,065(81.1%)","26,553(113.2%)"
2020.06.08,감자,15200,감자,1,상,20,20kg상자,21500,27000,23623,-5024,"28,647(82.5%)","30,804(76.7%)","21,569(109.5%)"
2020.06.08,감자,15200,감자,2,보통,20,20kg상자,16000,21500,18691,-5273,"23,964(78%)","26,501(70.5%)","18,562(100.7%)"
2020.06.08,감자,15200,감자,3,하,20,20kg상자,2000,16000,11066,-1053,"12,119(91.3%)","13,773(80.3%)","13,572(81.5%)"
2020.06.09,감자,15200,감자,0,특,20,20kg상자,23500,38000,26803,-3249,"30,052(89.2%)","35,038(76.5%)","26,553(100.9%)"
2020.06.09,감자,15200,감자,1,상,20,20kg상자,19000,23500,20854,-2769,"23,623(88.3%)","28,813(72.4%)","21,569(96.7%)"
2020.06.09,감자,15200,감자,2,보통,20,20kg상자,14000,19000,16673,-2018,"18,691(89.2%)","24,730(67.4%)","18,562(89.8%)"
2020.06.09,감자,15200,감자,3,하,20,20kg상자,1000,14000,8745,-2321,"11,066(79%)","13,296(65.8%)","13,572(64.4%)"
2020.06.10,감자,15200,감자,0,특,20,20kg상자,23500,37000,26684,-119,"26,803(99.6%)","33,103(80.6%)","26,985(98.9%)"
2020.06.10,감자,15200,감자,1,상,20,20kg상자,18000,23500,20064,-790,"20,854(96.2%)","27,372(73.3%)","21,260(94.4%)"
2020.06.10,감자,15200,감자,2,보통,20,20kg상자,11000,18000,15505,-1168,"16,673(93%)","23,183(66.9%)","18,253(84.9%)"
2020.06.10,감자,15200,감자,3,하,20,20kg상자,1000,11000,6742,-2003,"8,745(77.1%)","12,438(54.2%)","12,621(53.4%)"
2020.06.11,감자,15200,감자,0,특,20,20kg상자,26500,37500,29125,2441,"26,684(109.1%)","31,873(91.4%)","26,804(108.7%)"
2020.06.11,감자,15200,감자,1,상,20,20kg상자,20000,26500,22624,2560,"20,064(112.8%)","25,720(88%)","21,068(107.4%)"
2020.06.11,감자,15200,감자,2,보통,20,20kg상자,13500,20000,18177,2672,"15,505(117.2%)","21,316(85.3%)","18,069(100.6%)"
2020.06.11,감자,15200,감자,3,하,20,20kg상자,1000,13500,7443,701,"6,742(110.4%)","11,079(67.2%)","12,663(58.8%)"
2020.06.12,감자,15200,감자,0,특,20,20kg상자,28000,38000,31204,2079,"29,125(107.1%)","30,745(101.5%)","27,562(113.2%)"
2020.06.12,감자,15200,감자,1,상,20,20kg상자,22500,28000,24597,1973,"22,624(108.7%)","24,360(101%)","22,508(109.3%)"
2020.06.12,감자,15200,감자,2,보통,20,20kg상자,15500,22500,19545,1368,"18,177(107.5%)","19,872(98.4%)","19,335(101.1%)"
2020.06.12,감자,15200,감자,3,하,20,20kg상자,1500,15500,8799,1356,"7,443(118.2%)","9,999(88%)","12,967(67.9%)"
2020.06.13,감자,15200,감자,0,특,20,20kg상자,33000,38000,35377,4173,"31,204(113.4%)","29,807(118.7%)","25,407(139.2%)"
2020.06.13,감자,15200,감자,1,상,20,20kg상자,26500,33000,28990,4393,"24,597(117.9%)","23,402(123.9%)","21,571(134.4%)"
2020.06.13,감자,15200,감자,2,보통,20,20kg상자,19000,26500,24582,5037,"19,545(125.8%)","18,759(131%)","18,717(131.3%)"
2020.06.13,감자,15200,감자,3,하,20,20kg상자,2000,19000,11681,2882,"8,799(132.8%)","9,152(127.6%)","12,795(91.3%)"
2020.06.15,감자,15200,감자,0,특,20,20kg상자,32000,37000,34558,-819,"35,377(97.7%)","29,874(115.7%)","22,261(155.2%)"
2020.06.15,감자,15200,감자,1,상,20,20kg상자,24000,32000,26969,-2021,"28,990(93%)","23,459(115%)","17,133(157.4%)"
2020.06.15,감자,15200,감자,2,보통,20,20kg상자,17500,24000,21123,-3459,"24,582(85.9%)","18,862(112%)","14,184(148.9%)"
2020.06.15,감자,15200,감자,3,하,20,20kg상자,1500,17500,11176,-505,"11,681(95.7%)","9,079(123.1%)","8,779(127.3%)"
2020.06.16,감자,15200,감자,0,특,20,20kg상자,29000,35000,31615,-2943,"34,558(91.5%)","30,625(103.2%)","22,261(142%)"
2020.06.16,감자,15200,감자,1,상,20,20kg상자,25500,29000,26811,-158,"26,969(99.4%)","24,016(111.6%)","17,133(156.5%)"
2020.06.16,감자,15200,감자,2,보통,20,20kg상자,17000,25500,21978,855,"21,123(104%)","19,268(114.1%)","14,184(154.9%)"
2020.06.16,감자,15200,감자,3,하,20,20kg상자,2000,17000,11611,435,"11,176(103.9%)","9,098(127.6%)","8,779(132.3%)"
2020.06.17,감자,15200,감자,0,특,20,20kg상자,27000,36000,29131,-2484,"31,615(92.1%)","31,427(92.7%)","19,324(150.8%)"
2020.06.17,감자,15200,감자,1,상,20,20kg상자,23000,27000,24846,-1965,"26,811(92.7%)","25,009(99.3%)","14,936(166.3%)"
2020.06.17,감자,15200,감자,2,보통,20,20kg상자,18000,23000,21016,-962,"21,978(95.6%)","20,152(104.3%)","11,438(183.7%)"
2020.06.17,감자,15200,감자,3,하,20,20kg상자,2000,18000,11193,-418,"11,611(96.4%)","9,575(116.9%)","6,303(177.6%)"
2020.06.18,감자,15200,감자,0,특,20,20kg상자,27500,36500,29545,414,"29,131(101.4%)","31,835(92.8%)","20,389(144.9%)"
2020.06.18,감자,15200,감자,1,상,20,20kg상자,22000,27500,24640,-206,"24,846(99.2%)","25,806(95.5%)","14,523(169.7%)"
2020.06.18,감자,15200,감자,2,보통,20,20kg상자,15500,22000,19279,-1737,"21,016(91.7%)","21,070(91.5%)","11,703(164.7%)"
2020.06.18,감자,15200,감자,3,하,20,20kg상자,1000,15500,9945,-1248,"11,193(88.9%)","10,317(96.4%)","6,163(161.4%)"
2020.06.19,감자,15200,감자,0,특,20,20kg상자,26500,35000,28500,-1045,"29,545(96.5%)","31,905(89.3%)","20,914(136.3%)"
2020.06.19,감자,15200,감자,1,상,20,20kg상자,22000,26500,23891,-749,"24,640(97%)","26,142(91.4%)","15,715(152%)"
2020.06.19,감자,15200,감자,2,보통,20,20kg상자,17000,22000,19620,341,"19,279(101.8%)","21,254(92.3%)","12,523(156.7%)"
2020.06.19,감자,15200,감자,3,하,20,20kg상자,1000,17000,10408,463,"9,945(104.7%)","10,734(97%)","5,970(174.3%)"
2020.06.20,감자,15200,감자,0,특,20,20kg상자,24000,32000,25614,-2886,"28,500(89.9%)","31,454(81.4%)","23,354(109.7%)"
2020.06.20,감자,15200,감자,1,상,20,20kg상자,20000,24000,21738,-2153,"23,891(91%)","26,025(83.5%)","18,285(118.9%)"
2020.06.20,감자,15200,감자,2,보통,20,20kg상자,14000,20000,17445,-2175,"19,620(88.9%)","21,266(82%)","14,799(117.9%)"
2020.06.20,감자,15200,감자,3,하,20,20kg상자,2000,14000,8284,-2124,"10,408(79.6%)","11,002(75.3%)","8,604(96.3%)"
2020.06.22,감자,15200,감자,0,특,20,20kg상자,23000,33000,24701,-913,"25,614(96.4%)","29,827(82.8%)","25,804(95.7%)"
2020.06.22,감자,15200,감자,1,상,20,20kg상자,17000,23000,19436,-2302,"21,738(89.4%)","24,816(78.3%)","20,588(94.4%)"
2020.06.22,감자,15200,감자,2,보통,20,20kg상자,13500,17000,15788,-1657,"17,445(90.5%)","20,077(78.6%)","16,381(96.4%)"
2020.06.22,감자,15200,감자,3,하,20,20kg상자,1000,13500,7620,-664,"8,284(92%)","10,436(73%)","8,152(93.5%)"
2020.06.23,감자,15200,감자,0,특,20,20kg상자,20000,34000,21598,-3103,"24,701(87.4%)","28,184(76.6%)","25,804(83.7%)"
2020.06.23,감자,15200,감자,1,상,20,20kg상자,15000,20000,16836,-2600,"19,436(86.6%)","23,560(71.5%)","20,588(81.8%)"
2020.06.23,감자,15200,감자,2,보통,20,20kg상자,11000,15000,13143,-2645,"15,788(83.2%)","19,188(68.5%)","16,381(80.2%)"
2020.06.23,감자,15200,감자,3,하,20,20kg상자,1000,11000,6170,-1450,"7,620(81%)","9,844(62.7%)","8,152(75.7%)"
2020.06.24,감자,15200,감자,0,특,20,20kg상자,23000,32000,24637,3039,"21,598(114.1%)","26,515(92.9%)","23,524(104.7%)"
2020.06.24,감자,15200,감자,1,상,20,20kg상자,17500,23000,19978,3142,"16,836(118.7%)","21,898(91.2%)","19,037(104.9%)"
2020.06.24,감자,15200,감자,2,보통,20,20kg상자,11500,17500,15337,2194,"13,143(116.7%)","17,715(86.6%)","14,392(106.6%)"
2020.06.24,감자,15200,감자,3,하,20,20kg상자,1000,11500,7296,1126,"6,170(118.2%)","8,937(81.6%)","6,379(114.4%)"
2020.06.25,감자,15200,감자,0,특,20,20kg상자,27500,30500,28884,4247,"24,637(117.2%)","25,766(112.1%)","22,431(128.8%)"
2020.06.25,감자,15200,감자,1,상,20,20kg상자,19000,27500,23231,3253,"19,978(116.3%)","21,087(110.2%)","18,748(123.9%)"
2020.06.25,감자,15200,감자,2,보통,20,20kg상자,12000,19000,15847,510,"15,337(103.3%)","16,769(94.5%)","13,873(114.2%)"
2020.06.25,감자,15200,감자,3,하,20,20kg상자,1000,12000,7169,-127,"7,296(98.3%)","8,287(86.5%)","5,713(125.5%)"
2020.06.26,감자,15200,감자,0,특,20,20kg상자,25000,30000,26718,-2166,"28,884(92.5%)","25,656(104.1%)","21,047(126.9%)"
2020.06.26,감자,15200,감자,1,상,20,20kg상자,20000,25000,21888,-1343,"23,231(94.2%)","20,852(105%)","16,428(133.2%)"
2020.06.26,감자,15200,감자,2,보통,20,20kg상자,12500,20000,16375,528,"15,847(103.3%)","16,197(101.1%)","11,181(146.5%)"
2020.06.26,감자,15200,감자,3,하,20,20kg상자,1000,12500,7593,424,"7,169(105.9%)","7,825(97%)","4,038(188%)"
2020.06.27,감자,15200,감자,0,특,20,20kg상자,23000,31000,24723,-1995,"26,718(92.5%)","25,359(97.5%)","23,934(103.3%)"
2020.06.27,감자,15200,감자,1,상,20,20kg상자,18000,23000,20394,-1494,"21,888(93.2%)","20,518(99.4%)","19,634(103.9%)"
2020.06.27,감자,15200,감자,2,보통,20,20kg상자,11000,18000,14827,-1548,"16,375(90.5%)","15,656(94.7%)","13,193(112.4%)"
2020.06.27,감자,15200,감자,3,하,20,20kg상자,1000,11000,5789,-1804,"7,593(76.2%)","7,355(78.7%)","5,209(111.1%)"
2020.06.29,감자,15200,감자,0,특,20,20kg상자,24000,34000,25089,366,"24,723(101.5%)","25,210(99.5%)","22,954(109.3%)"
2020.06.29,감자,15200,감자,1,상,20,20kg상자,17000,24000,19871,-523,"20,394(97.4%)","20,294(97.9%)","18,923(105%)"
2020.06.29,감자,15200,감자,2,보통,20,20kg상자,11500,17000,14060,-767,"14,827(94.8%)","15,220(92.4%)","14,498(97%)"
2020.06.29,감자,15200,감자,3,하,20,20kg상자,1000,11500,6505,716,"5,789(112.4%)","6,940(93.7%)","6,026(107.9%)"
2020.06.30,감자,15200,감자,0,특,20,20kg상자,32000,67000,49530,24441,"25,089(197.4%)","25,275(196%)","22,954(215.8%)"
2020.06.30,감자,15200,감자,1,상,20,20kg상자,17500,32000,21349,1478,"19,871(107.4%)","20,366(104.8%)","18,923(112.8%)"
2020.06.30,감자,15200,감자,2,보통,20,20kg상자,12000,17500,14930,870,"14,060(106.2%)","14,932(100%)","14,498(103%)"
2020.06.30,감자,15200,감자,3,하,20,20kg상자,1000,12000,6837,332,"6,505(105.1%)","6,754(101.2%)","6,026(113.5%)"
2020.07.01,감자,15200,감자,0,특,20,20kg상자,24500,33000,25813,-23717,"49,530(52.1%)","29,930(86.2%)","23,399(110.3%)"
2020.07.01,감자,15200,감자,1,상,20,20kg상자,18000,24500,20387,-962,"21,349(95.5%)","21,119(96.5%)","18,582(109.7%)"
2020.07.01,감자,15200,감자,2,보통,20,20kg상자,11000,18000,15428,498,"14,930(103.3%)","15,229(101.3%)","12,062(127.9%)"
2020.07.01,감자,15200,감자,3,하,20,20kg상자,1000,11000,6589,-248,"6,837(96.4%)","6,865(96%)","4,699(140.2%)"
2020.07.02,감자,15200,감자,0,특,20,20kg상자,23000,35000,24690,-1123,"25,813(95.6%)","30,126(82%)","22,785(108.4%)"
2020.07.02,감자,15200,감자,1,상,20,20kg상자,17000,23000,19162,-1225,"20,387(94%)","21,187(90.4%)","18,070(106%)"
2020.07.02,감자,15200,감자,2,보통,20,20kg상자,11000,17000,14771,-657,"15,428(95.7%)","15,245(96.9%)","12,670(116.6%)"
2020.07.02,감자,15200,감자,3,하,20,20kg상자,1000,11000,6873,284,"6,589(104.3%)","6,747(101.9%)","5,402(127.2%)"
2020.07.03,감자,15200,감자,0,특,20,20kg상자,25500,33500,26698,2008,"24,690(108.1%)","29,427(90.7%)","21,140(126.3%)"
2020.07.03,감자,15200,감자,1,상,20,20kg상자,18000,25500,21062,1900,"19,162(109.9%)","20,509(102.7%)","17,205(122.4%)"
2020.07.03,감자,15200,감자,2,보통,20,20kg상자,12500,18000,16017,1246,"14,771(108.4%)","15,065(106.3%)","12,445(128.7%)"
2020.07.03,감자,15200,감자,3,하,20,20kg상자,2000,12500,8060,1187,"6,873(117.3%)","6,698(120.3%)","5,547(145.3%)"
2020.07.04,감자,15200,감자,0,특,20,20kg상자,25000,32000,25887,-811,"26,698(97%)","29,424(88%)","20,003(129.4%)"
2020.07.04,감자,15200,감자,1,상,20,20kg상자,18500,25000,21229,167,"21,062(100.8%)","20,371(104.2%)","15,667(135.5%)"
2020.07.04,감자,15200,감자,2,보통,20,20kg상자,12000,18500,16430,413,"16,017(102.6%)","15,006(109.5%)","10,944(150.1%)"
2020.07.04,감자,15200,감자,3,하,20,20kg상자,2000,12000,7961,-99,"8,060(98.8%)","6,776(117.5%)","4,711(169%)"
2020.07.06,감자,15200,감자,0,특,20,20kg상자,25000,31000,26353,466,"25,887(101.8%)","29,618(89%)","18,983(138.8%)"
2020.07.06,감자,15200,감자,1,상,20,20kg상자,18000,25000,20881,-348,"21,229(98.4%)","20,510(101.8%)","15,253(136.9%)"
2020.07.06,감자,15200,감자,2,보통,20,20kg상자,12000,18000,15028,-1402,"16,430(91.5%)","15,273(98.4%)","9,987(150.5%)"
2020.07.06,감자,15200,감자,3,하,20,20kg상자,1500,12000,7325,-636,"7,961(92%)","7,138(102.6%)","4,255(172.2%)"
2020.07.07,감자,15200,감자,0,특,20,20kg상자,25000,34000,26167,-186,"26,353(99.3%)","29,829(87.7%)","18,983(137.8%)"
2020.07.07,감자,15200,감자,1,상,20,20kg상자,18000,25000,20220,-661,"20,881(96.8%)","20,678(97.8%)","15,253(132.6%)"
2020.07.07,감자,15200,감자,2,보통,20,20kg상자,12000,18000,15209,181,"15,028(101.2%)","15,434(98.5%)","9,987(152.3%)"
2020.07.07,감자,15200,감자,3,하,20,20kg상자,1000,12000,7503,178,"7,325(102.4%)","7,274(103.1%)","4,255(176.3%)"
2020.07.08,감자,15200,감자,0,특,20,20kg상자,23000,34000,29595,3428,"26,167(113.1%)","25,935(114.1%)","19,308(153.3%)"
2020.07.08,감자,15200,감자,1,상,20,20kg상자,16000,23000,18754,-1466,"20,220(92.7%)","20,490(91.5%)","15,072(124.4%)"
2020.07.08,감자,15200,감자,2,보통,20,20kg상자,9000,16000,13012,-2197,"15,209(85.6%)","15,481(84.1%)","10,636(122.3%)"
2020.07.08,감자,15200,감자,3,하,20,20kg상자,1000,9000,6191,-1312,"7,503(82.5%)","7,385(83.8%)","5,152(120.2%)"
2020.07.09,감자,15200,감자,0,특,20,20kg상자,20000,38000,21153,-8442,"29,595(71.5%)","26,565(79.6%)","19,095(110.8%)"
2020.07.09,감자,15200,감자,1,상,20,20kg상자,15500,20000,17761,-993,"18,754(94.7%)","20,218(87.8%)","15,564(114.1%)"
2020.07.09,감자,15200,감자,2,보통,20,20kg상자,10000,15500,13259,247,"13,012(101.9%)","15,078(87.9%)","10,264(129.2%)"
2020.07.09,감자,15200,감자,3,하,20,20kg상자,1000,10000,6912,721,"6,191(111.6%)","7,319(94.4%)","4,723(146.3%)"
