INVEST_DT,RPTV_ITM_NM,ITM_CD,ITM_NM,GRADE_CD,G_NAME,UNIT_QTY,UNIT,MI_P,MA_P,AV_P,FLT_P,PAV_RATE,J_7_RATE,J_365_RATE
2023.02.27,감자,15200,감자,3,하,20,20kg상자,5500,34500,20261,-893,"21,154(95.8%)","20,921(96.8%)","18,749(108.1%)"
2023.02.28,감자,15200,감자,0,특,20,20kg상자,71500,73000,72568,1568,"71,000(102.2%)","67,190(108%)","64,819(112%)"
2023.02.28,감자,15200,감자,1,상,20,20kg상자,61500,71500,66596,3657,"62,939(105.8%)","61,239(108.7%)","49,933(133.4%)"
2023.02.28,감자,15200,감자,2,보통,20,20kg상자,32000,61500,44906,4643,"40,263(111.5%)","40,282(111.5%)","34,995(128.3%)"
2023.02.28,감자,15200,감자,3,하,20,20kg상자,2000,32000,23551,3290,"20,261(116.2%)","20,788(113.3%)","19,430(121.2%)"
2023.03.01,감자,15200,감자,0,특,20,20kg상자,71500,76000,73004,436,"72,568(100.6%)","68,757(106.2%)","66,321(110.1%)"
2023.03.01,감자,15200,감자,1,상,20,20kg상자,55000,71500,63944,-2652,"66,596(96%)","62,622(102.1%)","50,814(125.8%)"
2023.03.01,감자,15200,감자,2,보통,20,20kg상자,37000,55000,44507,-399,"44,906(99.1%)","41,170(108.1%)","35,189(126.5%)"
2023.03.01,감자,15200,감자,3,하,20,20kg상자,5500,37000,26875,3324,"23,551(114.1%)","21,460(125.2%)","20,570(130.7%)"
2023.03.02,감자,15200,감자,0,특,20,20kg상자,76000,79000,77050,4046,"73,004(105.5%)","70,031(110%)","65,486(117.7%)"
2023.03.02,감자,15200,감자,1,상,20,20kg상자,59000,76000,68092,4148,"63,944(106.5%)","63,441(107.3%)","47,661(142.9%)"
2023.03.02,감자,15200,감자,2,보통,20,20kg상자,39000,59000,49603,5096,"44,507(111.4%)","42,157(117.7%)","34,695(143%)"
2023.03.02,감자,15200,감자,3,하,20,20kg상자,2000,39000,25496,-1379,"26,875(94.9%)","22,468(113.5%)","19,011(134.1%)"
2023.03.03,감자,15200,감자,0,특,20,20kg상자,81000,81000,81000,3950,"77,050(105.1%)","71,807(112.8%)","65,578(123.5%)"
2023.03.03,감자,15200,감자,1,상,20,20kg상자,60000,81000,68292,200,"68,092(100.3%)","64,650(105.6%)","47,686(143.2%)"
2023.03.03,감자,15200,감자,2,보통,20,20kg상자,38000,60000,49035,-568,"49,603(98.9%)","44,145(111.1%)","33,692(145.5%)"
2023.03.03,감자,15200,감자,3,하,20,20kg상자,12000,38000,25982,486,"25,496(101.9%)","23,108(112.4%)","20,845(124.6%)"
2023.03.04,감자,15200,감자,0,특,20,20kg상자,93500,94000,93953,12953,"81,000(116%)","73,955(127%)","66,197(141.9%)"
2023.03.04,감자,15200,감자,1,상,20,20kg상자,72000,93500,86817,18525,"68,292(127.1%)","65,836(131.9%)","49,711(174.6%)"
2023.03.04,감자,15200,감자,2,보통,20,20kg상자,56000,72000,64689,15654,"49,035(131.9%)","45,799(141.2%)","31,295(206.7%)"
2023.03.04,감자,15200,감자,3,하,20,20kg상자,16000,56000,36802,10820,"25,982(141.6%)","23,887(154.1%)","17,398(211.5%)"
2023.03.06,감자,15200,감자,0,특,20,20kg상자,94000,98000,96219,2266,"93,953(102.4%)","78,096(123.2%)","68,000(141.5%)"
2023.03.06,감자,15200,감자,1,상,20,20kg상자,71000,94000,82999,-3818,"86,817(95.6%)","69,447(119.5%)","53,014(156.6%)"
2023.03.06,감자,15200,감자,2,보통,20,20kg상자,42000,71000,57220,-7469,"64,689(88.5%)","48,834(117.2%)","34,414(166.3%)"
2023.03.06,감자,15200,감자,3,하,20,20kg상자,11000,42000,28384,-8418,"36,802(77.1%)","26,495(107.1%)","18,648(152.2%)"
2023.03.07,감자,15200,감자,0,특,20,20kg상자,91000,91000,91000,-5219,"96,219(94.6%)","82,299(110.6%)","69,576(130.8%)"
2023.03.07,감자,15200,감자,1,상,20,20kg상자,75000,91000,83847,848,"82,999(101%)","72,790(115.2%)","48,001(174.7%)"
2023.03.07,감자,15200,감자,2,보통,20,20kg상자,38000,75000,58217,997,"57,220(101.7%)","51,660(112.7%)","32,464(179.3%)"
2023.03.07,감자,15200,감자,3,하,20,20kg상자,5000,38000,27353,-1031,"28,384(96.4%)","27,848(98.2%)","17,449(156.8%)"
2023.03.08,감자,15200,감자,0,특,20,20kg상자,87000,88000,87721,-3279,"91,000(96.4%)","85,371(102.8%)","67,398(130.2%)"
2023.03.08,감자,15200,감자,1,상,20,20kg상자,64000,87000,75429,-8418,"83,847(90%)","75,665(99.7%)","44,710(168.7%)"
2023.03.08,감자,15200,감자,2,보통,20,20kg상자,36000,64000,47483,-10734,"58,217(81.6%)","53,879(88.1%)","29,945(158.6%)"
2023.03.08,감자,15200,감자,3,하,20,20kg상자,5000,36000,23759,-3594,"27,353(86.9%)","28,482(83.4%)","17,261(137.6%)"
2023.03.09,감자,15200,감자,0,특,20,20kg상자,78000,92000,84035,-3686,"87,721(95.8%)","87,824(95.7%)","65,594(128.1%)"
2023.03.09,감자,15200,감자,1,상,20,20kg상자,60000,78000,66789,-8640,"75,429(88.5%)","77,579(86.1%)","50,407(132.5%)"
2023.03.09,감자,15200,감자,2,보통,20,20kg상자,36000,60000,44006,-3477,"47,483(92.7%)","54,375(80.9%)","30,719(143.3%)"
2023.03.09,감자,15200,감자,3,하,20,20kg상자,4000,36000,26416,2657,"23,759(111.2%)","27,963(94.5%)","16,865(156.6%)"
2023.03.10,감자,15200,감자,0,특,20,20kg상자,82000,83000,82405,-1630,"84,035(98.1%)","88,988(92.6%)","64,956(126.9%)"
2023.03.10,감자,15200,감자,1,상,20,20kg상자,45000,82000,63163,-3626,"66,789(94.6%)","77,362(81.6%)","46,924(134.6%)"
2023.03.10,감자,15200,감자,2,보통,20,20kg상자,30000,45000,36850,-7156,"44,006(83.7%)","53,442(69%)","31,190(118.1%)"
2023.03.10,감자,15200,감자,3,하,20,20kg상자,4000,30000,21196,-5220,"26,416(80.2%)","28,116(75.4%)","16,909(125.4%)"
2023.03.11,감자,15200,감자,0,특,20,20kg상자,85000,85000,85000,2595,"82,405(103.1%)","89,222(95.3%)","65,938(128.9%)"
2023.03.11,감자,15200,감자,1,상,20,20kg상자,53000,85000,68517,5354,"63,163(108.5%)","76,507(89.6%)","47,956(142.9%)"
2023.03.11,감자,15200,감자,2,보통,20,20kg상자,33000,53000,42323,5473,"36,850(114.9%)","51,411(82.3%)","29,133(145.3%)"
2023.03.11,감자,15200,감자,3,하,20,20kg상자,5500,33000,24289,3093,"21,196(114.6%)","27,318(88.9%)","16,190(150%)"
2023.03.13,감자,15200,감자,0,특,20,20kg상자,88000,88000,88000,3000,"85,000(103.5%)","87,730(100.3%)","64,452(136.5%)"
2023.03.13,감자,15200,감자,1,상,20,20kg상자,48500,88000,68729,212,"68,517(100.3%)","73,457(93.6%)","47,501(144.7%)"
2023.03.13,감자,15200,감자,2,보통,20,20kg상자,32000,48500,39133,-3190,"42,323(92.5%)","47,683(82.1%)","28,191(138.8%)"
2023.03.13,감자,15200,감자,3,하,20,20kg상자,4000,32000,23793,-496,"24,289(98%)","25,233(94.3%)","14,635(162.6%)"
2023.03.14,감자,15200,감자,0,특,20,20kg상자,88000,89000,88346,346,"88,000(100.4%)","86,360(102.3%)","63,557(139%)"
2023.03.14,감자,15200,감자,1,상,20,20kg상자,55000,88000,68663,-66,"68,729(99.9%)","71,079(96.6%)","48,776(140.8%)"
2023.03.14,감자,15200,감자,2,보통,20,20kg상자,27000,55000,39536,403,"39,133(101%)","44,669(88.5%)","31,525(125.4%)"
2023.03.14,감자,15200,감자,3,하,20,20kg상자,5000,27000,19684,-4109,"23,793(82.7%)","24,468(80.4%)","16,491(119.4%)"
2023.03.15,감자,15200,감자,0,특,20,20kg상자,89000,95000,91679,3333,"88,346(103.8%)","85,918(106.7%)","61,841(148.2%)"
2023.03.15,감자,15200,감자,1,상,20,20kg상자,43000,89000,64316,-4347,"68,663(93.7%)","68,548(93.8%)","48,696(132.1%)"
2023.03.15,감자,15200,감자,2,보통,20,20kg상자,28000,43000,36265,-3271,"39,536(91.7%)","41,555(87.3%)","29,387(123.4%)"
2023.03.15,감자,15200,감자,3,하,20,20kg상자,6000,28000,18734,-950,"19,684(95.2%)","23,190(80.8%)","14,023(133.6%)"
2023.03.16,감자,15200,감자,0,특,20,20kg상자,103000,103000,103000,11321,"91,679(112.3%)","86,578(119%)","67,082(153.5%)"
2023.03.16,감자,15200,감자,1,상,20,20kg상자,63000,103000,81458,17142,"64,316(126.7%)","66,696(122.1%)","47,134(172.8%)"
2023.03.16,감자,15200,감자,2,보통,20,20kg상자,33000,63000,42135,5870,"36,265(116.2%)","39,686(106.2%)","29,111(144.7%)"
2023.03.16,감자,15200,감자,3,하,20,20kg상자,2000,33000,21871,3137,"18,734(116.7%)","22,352(97.8%)","15,735(139%)"
2023.03.17,감자,15200,감자,0,특,20,20kg상자,114000,114000,114000,11000,"103,000(110.7%)","89,738(127%)","67,332(169.3%)"
2023.03.17,감자,15200,감자,1,상,20,20kg상자,68000,114000,87628,6170,"81,458(107.6%)","69,141(126.7%)","51,520(170.1%)"
2023.03.17,감자,15200,감자,2,보통,20,20kg상자,34000,66000,42137,2,"42,135(100%)","39,374(107%)","29,314(143.7%)"
2023.03.17,감자,15200,감자,3,하,20,20kg상자,4000,34000,26197,4326,"21,871(119.8%)","21,595(121.3%)","14,500(180.7%)"
2023.03.18,감자,15200,감자,0,특,20,20kg상자,122000,125000,122610,8610,"114,000(107.6%)","95,004(129.1%)","70,333(174.3%)"
2023.03.18,감자,15200,감자,1,상,20,20kg상자,79000,122000,96052,8424,"87,628(109.6%)","73,219(131.2%)","47,819(200.9%)"
2023.03.18,감자,15200,감자,2,보통,20,20kg상자,34500,79000,52259,10122,"42,137(124%)","40,255(129.8%)","26,749(195.4%)"
2023.03.18,감자,15200,감자,3,하,20,20kg상자,2000,34500,24530,-1667,"26,197(93.6%)","22,428(109.4%)","12,627(194.3%)"
2023.03.20,감자,15200,감자,0,특,20,20kg상자,103000,115000,108656,-13954,"122,610(88.6%)","101,273(107.3%)","78,628(138.2%)"
2023.03.20,감자,15200,감자,1,상,20,20kg상자,70000,103000,87776,-8276,"96,052(91.4%)","77,808(112.8%)","61,359(143.1%)"
2023.03.20,감자,15200,감자,2,보통,20,20kg상자,35000,70000,48104,-4155,"52,259(92%)","41,911(114.8%)","26,312(182.8%)"
2023.03.20,감자,15200,감자,3,하,20,20kg상자,2000,35000,23399,-1131,"24,530(95.4%)","22,468(104.1%)","11,376(205.7%)"
2023.03.21,감자,15200,감자,0,특,20,20kg상자,92000,95000,93031,-15625,"108,656(85.6%)","104,715(88.8%)","77,310(120.3%)"
2023.03.21,감자,15200,감자,1,상,20,20kg상자,75000,92000,85722,-2054,"87,776(97.7%)","80,982(105.9%)","66,709(128.5%)"
2023.03.21,감자,15200,감자,2,보통,20,20kg상자,43000,75000,55473,7369,"48,104(115.3%)","43,406(127.8%)","33,047(167.9%)"
2023.03.21,감자,15200,감자,3,하,20,20kg상자,4000,43000,26468,3069,"23,399(113.1%)","22,403(118.1%)","14,106(187.6%)"
2023.03.22,감자,15200,감자,0,특,20,20kg상자,85000,87000,86028,-7003,"93,031(92.5%)","105,496(81.5%)","75,713(113.6%)"
2023.03.22,감자,15200,감자,1,상,20,20kg상자,68000,85000,77601,-8121,"85,722(90.5%)","83,825(92.6%)","59,107(131.3%)"
2023.03.22,감자,15200,감자,2,보통,20,20kg상자,41000,68000,49494,-5979,"55,473(89.2%)","46,062(107.5%)","29,652(166.9%)"
2023.03.22,감자,15200,감자,3,하,20,20kg상자,12000,41000,28656,2188,"26,468(108.3%)","23,533(121.8%)","15,070(190.2%)"
2023.03.23,감자,15200,감자,0,특,20,20kg상자,85000,90000,86885,857,"86,028(101%)","104,554(83.1%)","75,882(114.5%)"
2023.03.23,감자,15200,감자,1,상,20,20kg상자,48000,85000,67979,-9622,"77,601(87.6%)","86,040(79%)","65,696(103.5%)"
2023.03.23,감자,15200,감자,2,보통,20,20kg상자,36500,48000,40900,-8594,"49,494(82.6%)","48,267(84.7%)","31,815(128.6%)"
2023.03.23,감자,15200,감자,3,하,20,20kg상자,7500,36500,25693,-2963,"28,656(89.7%)","25,187(102%)","16,091(159.7%)"
2023.03.24,감자,15200,감자,0,특,20,20kg상자,94000,97000,96041,9156,"86,885(110.5%)","101,868(94.3%)","76,449(125.6%)"
2023.03.24,감자,15200,감자,1,상,20,20kg상자,43000,94000,71943,3964,"67,979(105.8%)","83,793(85.9%)","67,479(106.6%)"
2023.03.24,감자,15200,감자,2,보통,20,20kg상자,35000,43000,38162,-2738,"40,900(93.3%)","48,061(79.4%)","32,704(116.7%)"
2023.03.24,감자,15200,감자,3,하,20,20kg상자,5000,35000,28982,3289,"25,693(112.8%)","25,824(112.2%)","17,017(170.3%)"
2023.03.25,감자,15200,감자,0,특,20,20kg상자,113000,115000,114251,18210,"96,041(119%)","98,875(115.6%)","76,997(148.4%)"
2023.03.25,감자,15200,감자,1,상,20,20kg상자,65000,113000,88642,16699,"71,943(123.2%)","81,179(109.2%)","67,483(131.4%)"
2023.03.25,감자,15200,감자,2,보통,20,20kg상자,37000,65000,46672,8510,"38,162(122.3%)","47,399(98.5%)","33,491(139.4%)"
2023.03.25,감자,15200,감자,3,하,20,20kg상자,4000,37000,27987,-995,"28,982(96.6%)","26,288(106.5%)","19,555(143.1%)"
2023.03.27,감자,15200,감자,0,특,20,20kg상자,111000,113000,112050,-2201,"114,251(98.1%)","97,482(114.9%)","84,333(132.9%)"
2023.03.27,감자,15200,감자,1,상,20,20kg상자,75000,111000,95873,7231,"88,642(108.2%)","79,944(119.9%)","73,916(129.7%)"
2023.03.27,감자,15200,감자,2,보통,20,20kg상자,36000,75000,48780,2108,"46,672(104.5%)","46,468(105%)","36,380(134.1%)"
2023.03.27,감자,15200,감자,3,하,20,20kg상자,6000,36000,25152,-2835,"27,987(89.9%)","26,864(93.6%)","20,638(121.9%)"
2023.03.28,감자,15200,감자,0,특,20,20kg상자,98000,98000,98000,-14050,"112,050(87.5%)","98,048(100%)","90,565(108.2%)"
2023.03.28,감자,15200,감자,1,상,20,20kg상자,78000,98000,90154,-5719,"95,873(94%)","81,293(110.9%)","76,308(118.1%)"
2023.03.28,감자,15200,감자,2,보통,20,20kg상자,40000,78000,57439,8659,"48,780(117.8%)","46,580(123.3%)","42,747(134.4%)"
2023.03.28,감자,15200,감자,3,하,20,20kg상자,4000,40000,29821,4669,"25,152(118.6%)","27,156(109.8%)","17,434(171.1%)"
2023.03.29,감자,15200,감자,0,특,20,20kg상자,87000,88000,87715,-10285,"98,000(89.5%)","98,876(88.7%)","93,501(93.8%)"
2023.03.29,감자,15200,감자,1,상,20,20kg상자,81500,87000,84831,-5323,"90,154(94.1%)","82,032(103.4%)","79,453(106.8%)"
2023.03.29,감자,15200,감자,2,보통,20,20kg상자,49000,81500,64926,7487,"57,439(113%)","46,908(138.4%)","48,000(135.3%)"
2023.03.29,감자,15200,감자,3,하,20,20kg상자,5000,49000,29438,-383,"29,821(98.7%)","27,715(106.2%)","16,104(182.8%)"
2023.03.31,감자,15200,감자,0,특,20,20kg상자,82000,83000,82204,-1237,"83,441(98.5%)","98,583(83.4%)","94,090(87.4%)"
2023.03.31,감자,15200,감자,1,상,20,20kg상자,73000,82000,77351,-1376,"78,727(98.3%)","85,028(91%)","81,065(95.4%)"
2023.03.31,감자,15200,감자,2,보통,20,20kg상자,43500,73000,55521,-6086,"61,607(90.1%)","52,931(104.9%)","56,352(98.5%)"
2023.03.31,감자,15200,감자,3,하,20,20kg상자,10000,43500,32200,-23,"32,223(99.9%)","28,934(111.3%)","27,137(118.7%)"
2023.04.01,감자,15200,감자,0,특,20,20kg상자,84000,84000,84000,1796,"82,204(102.2%)","96,277(87.2%)","92,028(91.3%)"
2023.04.01,감자,15200,감자,1,상,20,20kg상자,70500,84000,81168,3817,"77,351(104.9%)","85,930(94.5%)","74,950(108.3%)"
2023.04.01,감자,15200,감자,2,보통,20,20kg상자,46000,70500,54890,-631,"55,521(98.9%)","55,824(98.3%)","48,937(112.2%)"
2023.04.01,감자,15200,감자,3,하,20,20kg상자,12000,46000,32784,584,"32,200(101.8%)","29,470(111.2%)","24,195(135.5%)"
2023.04.03,감자,15200,감자,0,특,20,20kg상자,97000,99000,98091,14091,"84,000(116.8%)","91,235(107.5%)","92,675(105.8%)"
2023.04.03,감자,15200,감자,1,상,20,20kg상자,86000,97000,91647,10479,"81,168(112.9%)","84,684(108.2%)","82,894(110.6%)"
2023.04.03,감자,15200,감자,2,보통,20,20kg상자,53000,86000,66315,11425,"54,890(120.8%)","57,194(115.9%)","54,826(121%)"
2023.04.03,감자,15200,감자,3,하,20,20kg상자,14000,53000,39565,6781,"32,784(120.7%)","30,270(130.7%)","29,012(136.4%)"
2023.04.04,감자,15200,감자,0,특,20,20kg상자,97000,98000,97531,-560,"98,091(99.4%)","88,909(109.7%)","90,059(108.3%)"
2023.04.04,감자,15200,감자,1,상,20,20kg상자,87000,97000,93338,1691,"91,647(101.8%)","83,980(111.1%)","75,984(122.8%)"
2023.04.04,감자,15200,감자,2,보통,20,20kg상자,58000,87000,73147,6832,"66,315(110.3%)","60,116(121.7%)","51,359(142.4%)"
2023.04.04,감자,15200,감자,3,하,20,20kg상자,14500,58000,41808,2243,"39,565(105.7%)","32,672(128%)","25,297(165.3%)"
2023.04.05,감자,15200,감자,0,특,20,20kg상자,90000,91000,90467,-7064,"97,531(92.8%)","88,830(101.8%)","86,954(104%)"
2023.04.05,감자,15200,감자,1,상,20,20kg상자,79000,90000,86332,-7006,"93,338(92.5%)","84,510(102.2%)","72,690(118.8%)"
2023.04.05,감자,15200,감자,2,보통,20,20kg상자,57000,79000,69676,-3471,"73,147(95.3%)","62,734(111.1%)","51,210(136.1%)"
2023.04.05,감자,15200,감자,3,하,20,20kg상자,15000,57000,40158,-1650,"41,808(96.1%)","34,670(115.8%)","22,932(175.1%)"
2023.04.06,감자,15200,감자,0,특,20,20kg상자,90000,92000,91297,830,"90,467(100.9%)","89,289(102.2%)","80,795(113%)"
2023.04.06,감자,15200,감자,1,상,20,20kg상자,65000,90000,74955,-11377,"86,332(86.8%)","84,761(88.4%)","67,496(111.1%)"
2023.04.06,감자,15200,감자,2,보통,20,20kg상자,48500,65000,57023,-12653,"69,676(81.8%)","63,526(89.8%)","47,626(119.7%)"
2023.04.06,감자,15200,감자,3,하,20,20kg상자,18000,48500,37021,-3137,"40,158(92.2%)","36,456(101.5%)","22,055(167.9%)"
2023.04.07,감자,15200,감자,0,특,20,20kg상자,87000,88000,87728,-3569,"91,297(96.1%)","90,598(96.8%)","71,281(123.1%)"
2023.04.07,감자,15200,감자,1,상,20,20kg상자,79000,87000,84076,9121,"74,955(112.2%)","84,132(99.9%)","59,922(140.3%)"
2023.04.07,감자,15200,감자,2,보통,20,20kg상자,55000,79000,68921,11898,"57,023(120.9%)","62,762(109.8%)","42,091(163.7%)"
2023.04.07,감자,15200,감자,3,하,20,20kg상자,10000,55000,38983,1962,"37,021(105.3%)","37,256(104.6%)","23,610(165.1%)"
2023.04.08,감자,15200,감자,0,특,20,20kg상자,78000,82000,79695,-8033,"87,728(90.8%)","91,519(87.1%)","64,282(124%)"
2023.04.08,감자,15200,감자,1,상,20,20kg상자,65000,78000,72241,-11835,"84,076(85.9%)","85,253(84.7%)","56,978(126.8%)"
2023.04.08,감자,15200,감자,2,보통,20,20kg상자,45000,65000,56977,-11944,"68,921(82.7%)","64,995(87.7%)","41,037(138.8%)"
2023.04.08,감자,15200,감자,3,하,20,20kg상자,7000,45000,29599,-9384,"38,983(75.9%)","38,387(77.1%)","21,368(138.5%)"
2023.04.10,감자,15200,감자,0,특,20,20kg상자,75000,78000,75998,-3697,"79,695(95.4%)","90,802(83.7%)","60,202(126.2%)"
2023.04.10,감자,15200,감자,1,상,20,20kg상자,66000,75000,69993,-2248,"72,241(96.9%)","83,765(83.6%)","54,166(129.2%)"
2023.04.10,감자,15200,감자,2,보통,20,20kg상자,48000,66000,57679,702,"56,977(101.2%)","65,343(88.3%)","39,004(147.9%)"
2023.04.10,감자,15200,감자,3,하,20,20kg상자,2000,48000,30699,1100,"29,599(103.7%)","37,856(81.1%)","20,872(147.1%)"
2023.04.11,감자,15200,감자,0,특,20,20kg상자,82000,83000,82815,6817,"75,998(109%)","87,119(95.1%)","73,615(112.5%)"
2023.04.11,감자,15200,감자,1,상,20,20kg상자,72000,82000,78505,8512,"69,993(112.2%)","80,156(97.9%)","53,050(148%)"
2023.04.11,감자,15200,감자,2,보통,20,20kg상자,50000,72000,62296,4617,"57,679(108%)","63,904(97.5%)","35,312(176.4%)"
2023.04.11,감자,15200,감자,3,하,20,20kg상자,13000,50000,35536,4837,"30,699(115.8%)","36,378(97.7%)","20,332(174.8%)"
2023.04.12,감자,15200,감자,0,특,20,20kg상자,85500,87000,86118,3303,"82,815(104%)","84,667(101.7%)","71,656(120.2%)"
2023.04.12,감자,15200,감자,1,상,20,20kg상자,73000,85500,81579,3074,"78,505(103.9%)","77,684(105%)","61,743(132.1%)"
2023.04.12,감자,15200,감자,2,보통,20,20kg상자,56500,73000,65895,3599,"62,296(105.8%)","62,095(106.1%)","39,794(165.6%)"
2023.04.12,감자,15200,감자,3,하,20,20kg상자,10000,56500,34282,-1254,"35,536(96.5%)","35,333(97%)","20,842(164.5%)"
2023.04.13,감자,15200,감자,0,특,20,20kg상자,86000,86500,86140,22,"86,118(100%)","83,942(102.6%)","72,615(118.6%)"
2023.04.13,감자,15200,감자,1,상,20,20kg상자,76000,86000,82981,1402,"81,579(101.7%)","76,892(107.9%)","64,506(128.6%)"
2023.04.13,감자,15200,감자,2,보통,20,20kg상자,62000,76000,70871,4976,"65,895(107.6%)","61,465(115.3%)","46,937(151%)"
2023.04.13,감자,15200,감자,3,하,20,20kg상자,6000,62000,41025,6743,"34,282(119.7%)","34,353(119.4%)","25,573(160.4%)"
2023.04.14,감자,15200,감자,0,특,20,20kg상자,85000,87000,86282,142,"86,140(100.2%)","83,082(103.9%)","71,997(119.8%)"
2023.04.14,감자,15200,감자,1,상,20,20kg상자,76000,85000,81499,-1482,"82,981(98.2%)","78,229(104.2%)","60,815(134%)"
2023.04.14,감자,15200,감자,2,보통,20,20kg상자,60000,76000,70779,-92,"70,871(99.9%)","63,773(111%)","43,553(162.5%)"
2023.04.14,감자,15200,감자,3,하,20,20kg상자,8000,60000,39113,-1912,"41,025(95.3%)","35,021(111.7%)","22,187(176.3%)"
2023.04.15,감자,15200,감자,0,특,20,20kg상자,83000,84000,83555,-2727,"86,282(96.8%)","82,841(100.9%)","68,882(121.3%)"
2023.04.15,감자,15200,감자,1,상,20,20kg상자,75000,83000,80309,-1190,"81,499(98.5%)","77,800(103.2%)","61,107(131.4%)"
2023.04.15,감자,15200,감자,2,보통,20,20kg상자,58000,75000,68353,-2426,"70,779(96.6%)","64,083(106.7%)","42,746(159.9%)"
2023.04.15,감자,15200,감자,3,하,20,20kg상자,10000,58000,41658,2545,"39,113(106.5%)","35,042(118.9%)","22,454(185.5%)"
2023.04.17,감자,15200,감자,0,특,20,20kg상자,82500,84000,83143,-412,"83,555(99.5%)","83,485(99.6%)","69,590(119.5%)"
2023.04.17,감자,15200,감자,1,상,20,20kg상자,73000,82500,78503,-1806,"80,309(97.8%)","79,144(99.2%)","61,552(127.5%)"
2023.04.17,감자,15200,감자,2,보통,20,20kg상자,56000,73000,67338,-1015,"68,353(98.5%)","65,979(102.1%)","40,528(166.2%)"
2023.04.17,감자,15200,감자,3,하,20,20kg상자,8000,56000,40397,-1261,"41,658(97%)","37,052(109%)","21,382(188.9%)"
2023.04.18,감자,15200,감자,0,특,20,20kg상자,78000,80000,78705,-4438,"83,143(94.7%)","84,676(92.9%)","72,040(109.3%)"
2023.04.18,감자,15200,감자,1,상,20,20kg상자,71500,78000,75938,-2565,"78,503(96.7%)","80,563(94.3%)","63,155(120.2%)"
2023.04.18,감자,15200,감자,2,보통,20,20kg상자,50000,71500,62405,-4933,"67,338(92.7%)","67,589(92.3%)","43,653(143%)"
2023.04.18,감자,15200,감자,3,하,20,20kg상자,8000,50000,36915,-3482,"40,397(91.4%)","38,669(95.5%)","24,497(150.7%)"
2023.04.19,감자,15200,감자,0,특,20,20kg상자,80000,81000,80546,1841,"78,705(102.3%)","83,991(95.9%)","73,414(109.7%)"
2023.04.19,감자,15200,감자,1,상,20,20kg상자,71500,80000,77123,1185,"75,938(101.6%)","80,135(96.2%)","66,390(116.2%)"
2023.04.19,감자,15200,감자,2,보통,20,20kg상자,51000,71500,63218,813,"62,405(101.3%)","67,607(93.5%)","43,134(146.6%)"
2023.04.19,감자,15200,감자,3,하,20,20kg상자,15000,51000,34582,-2333,"36,915(93.7%)","38,898(88.9%)","20,969(164.9%)"
2023.04.20,감자,15200,감자,0,특,20,20kg상자,78000,79000,78736,-1810,"80,546(97.8%)","83,062(94.8%)","75,108(104.8%)"
2023.04.20,감자,15200,감자,1,상,20,20kg상자,73000,78000,75785,-1338,"77,123(98.3%)","79,392(95.5%)","67,609(112.1%)"
2023.04.20,감자,15200,감자,2,보통,20,20kg상자,54500,73000,63417,199,"63,218(100.3%)","67,161(94.4%)","49,336(128.5%)"
2023.04.20,감자,15200,감자,3,하,20,20kg상자,4000,54500,38743,4161,"34,582(112%)","38,948(99.5%)","22,034(175.8%)"
2023.04.21,감자,15200,감자,0,특,20,20kg상자,74000,76000,74750,-3986,"78,736(94.9%)","81,828(91.4%)","75,681(98.8%)"
2023.04.21,감자,15200,감자,1,상,20,20kg상자,67000,74000,70687,-5098,"75,785(93.3%)","78,193(90.4%)","69,993(101%)"
2023.04.21,감자,15200,감자,2,보통,20,20kg상자,52000,67000,60034,-3383,"63,417(94.7%)","65,918(91.1%)","54,657(109.8%)"
2023.04.21,감자,15200,감자,3,하,20,20kg상자,9000,52000,37560,-1183,"38,743(96.9%)","38,568(97.4%)","29,811(126%)"
2023.04.22,감자,15200,감자,0,특,20,20kg상자,68500,74000,70225,-4525,"74,750(93.9%)","79,906(87.9%)","76,338(92%)"
2023.04.22,감자,15200,감자,1,상,20,20kg상자,63000,68500,65476,-5211,"70,687(92.6%)","76,391(85.7%)","71,665(91.4%)"
2023.04.22,감자,15200,감자,2,보통,20,20kg상자,49000,63000,55564,-4470,"60,034(92.6%)","64,128(86.6%)","55,734(99.7%)"
2023.04.22,감자,15200,감자,3,하,20,20kg상자,14000,49000,37004,-556,"37,560(98.5%)","38,309(96.6%)","30,023(123.3%)"
2023.04.24,감자,15200,감자,0,특,20,20kg상자,66000,69000,66999,-3226,"70,225(95.4%)","77,684(86.2%)","78,694(85.1%)"
2023.04.24,감자,15200,감자,1,상,20,20kg상자,57000,66000,63325,-2151,"65,476(96.7%)","73,919(85.7%)","73,033(86.7%)"
2023.04.24,감자,15200,감자,2,보통,20,20kg상자,46000,57000,52543,-3021,"55,564(94.6%)","61,996(84.8%)","58,787(89.4%)"
2023.04.24,감자,15200,감자,3,하,20,20kg상자,13500,46000,35383,-1621,"37,004(95.6%)","37,534(94.3%)","33,333(106.2%)"
2023.04.25,감자,15200,감자,0,특,20,20kg상자,66000,68000,66137,-862,"66,999(98.7%)","74,994(88.2%)","81,237(81.4%)"
2023.04.25,감자,15200,감자,1,상,20,20kg상자,62000,66000,64124,799,"63,325(101.3%)","71,389(89.8%)","75,350(85.1%)"
2023.04.25,감자,15200,감자,2,보통,20,20kg상자,48000,62000,55933,3390,"52,543(106.5%)","59,530(94%)","59,618(93.8%)"
